name,url,city,title,description,duration,location
23. Marina Santa Marta,https://www.tripadvisor.co/Attraction_Review-g297484-d12916911-Reviews-Marina_Santa_Marta-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Marina Santa Marta,,Más de 3 horas,Carrera 1 N°22-93 Santa Marta Santa Marta Municipality 470004 Colombia
24. Carlos El Pibe Valderrama Statue,https://www.tripadvisor.co/Attraction_Review-g297484-d4723696-Reviews-Carlos_El_Pibe_Valderrama_Statue-Santa_Marta_Santa_Marta_Municipality_Magdalena_D.html,SantaMarta,Carlos El Pibe Valderrama Statue,,,
25. Mamancana Private Game Reserve,https://www.tripadvisor.co/Attraction_Review-g297484-d6218789-Reviews-Mamancana_Private_Game_Reserve-Santa_Marta_Santa_Marta_Municipality_Magdalena_Dep.html,SantaMarta,Mamancana Private Game Reserve,,Incluye animalesObtén más información sobre el bienestar animal en el turismo,
26. Centro Comercial Buenavista,https://www.tripadvisor.co/Attraction_Review-g297484-d8853806-Reviews-Centro_Comercial_Buenavista-Santa_Marta_Santa_Marta_Municipality_Magdalena_Depart.html,SantaMarta,Centro Comercial Buenavista,,,Calle 2 9a # 9A-14 Santa Marta Santa Marta Municipality 470001 Colombia
27. Universidad del Magdalena,https://www.tripadvisor.co/Attraction_Review-g297484-d7389206-Reviews-Universidad_del_Magdalena-Santa_Marta_Santa_Marta_Municipality_Magdalena_Departme.html,SantaMarta,Universidad del Magdalena,La Universidad del Magdalena (UNIMAGDALENA) localizada en la ciudad portuaria de Santa Marta en la costa Caribe Colombiana es una Institución de Educación Superior pública Acreditada por Alta Calidad por el Ministerio de Educación Nacional. UNIMAGDALENA es reconocida por su excelencia en investigación y la tradición de servicio al público de la región y el país. La institución es la Universidad más antigua socialmente incluyente y académicamente comprehensiva de un Departamento distinguido por su extraordinario legado natural histórico y cultural reconocido mundialmente como lugar de nacimiento y crianza del Nobel Gabriel García Marquez así como es el trasfondo real de su obra cumbre “Cien Años de Soledad”. UNIMAGDALENA ofrece 24 programas de pregrado y 23 de postgrado (19 programas de maestría y 4 de doctorado) en las Facultades de Ingeniería Ciencias Básicas Ciencias de la Educación Ciencias de la Salud Humanidades y la Facultad de Ciencias Empresariales y Económicas.,1-2 horas,Carrera 32 No 22 – 08 Santa Marta Santa Marta Municipality 470004 Colombia
28. Centro Comercial Arrecife,https://www.tripadvisor.co/Attraction_Review-g297484-d8657737-Reviews-Centro_Comercial_Arrecife-Santa_Marta_Santa_Marta_Municipality_Magdalena_Departme.html,SantaMarta,Centro Comercial Arrecife,,2-3 horas,Carrera 4 # 11A-119 Santa Marta Santa Marta Municipality 470001 Colombia
29. Parque del Agua,https://www.tripadvisor.co/Attraction_Review-g297484-d13346934-Reviews-Parque_del_Agua-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Parque del Agua,,,
30. Parque Camellón Rodrigo de Bastidas,https://www.tripadvisor.co/Attraction_Review-g297484-d6501868-Reviews-Parque_Camellon_Rodrigo_de_Bastidas-Santa_Marta_Santa_Marta_Municipality_Magdalen.html,SantaMarta,Parque Camellón Rodrigo de Bastidas,,,
31. Iglesia de San Francisco de Asis,https://www.tripadvisor.co/Attraction_Review-g297484-d7029330-Reviews-Iglesia_de_San_Francisco_de_Asis-Santa_Marta_Santa_Marta_Municipality_Magdalena_D.html,SantaMarta,Iglesia de San Francisco de Asis,,,
32. Plaza Parque Simon Bolivar,https://www.tripadvisor.co/Attraction_Review-g297484-d7728851-Reviews-Plaza_Parque_Simon_Bolivar-Santa_Marta_Santa_Marta_Municipality_Magdalena_Departm.html,SantaMarta,Plaza Parque Simon Bolivar,,,
33. Costeño Beach,https://www.tripadvisor.co/Attraction_Review-g297484-d12800221-Reviews-Costeno_Beach-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Costeño Beach,,,
34. Cerro Kennedy,https://www.tripadvisor.co/Attraction_Review-g297484-d12682885-Reviews-Cerro_Kennedy-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Cerro Kennedy,,Más de 3 horas,
35. Alcaldia de Santa Marta,https://www.tripadvisor.co/Attraction_Review-g297484-d10357992-Reviews-Alcaldia_de_Santa_Marta-Santa_Marta_Santa_Marta_Municipality_Magdalena_Departmen.html,SantaMarta,Alcaldia de Santa Marta,,< 1 hora,
36. Playa Cabo Tortuga,https://www.tripadvisor.co/Attraction_Review-g297484-d25209337-Reviews-Playa_Cabo_Tortuga-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Playa Cabo Tortuga,,Más de 3 horas,
37. Parroquia de Nuestra Señora de la Medalla Milagrosa,https://www.tripadvisor.co/Attraction_Review-g297484-d7932890-Reviews-Parroquia_de_Nuestra_Senora_de_la_Medalla_Milagrosa-Santa_Marta_Santa_Marta_Munic.html,SantaMarta,Parroquia de Nuestra Señora de la Medalla Milagrosa,,,
38. Taximarino,https://www.tripadvisor.co/Attraction_Review-g297484-d12877523-Reviews-Taximarino-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Taximarino,,Más de 3 horas,Carrera 1 #7-69 El Rodadero Santa Marta Santa Marta Municipality 470006 Colombia
39. Iglesia San Jeronimo,https://www.tripadvisor.co/Attraction_Review-g297484-d7935914-Reviews-Iglesia_San_Jeronimo-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Iglesia San Jeronimo,,,
40. Bahia de Santa Marta,https://www.tripadvisor.co/Attraction_Review-g297484-d16693696-Reviews-Bahia_de_Santa_Marta-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Bahia de Santa Marta,,1-2 horas,Bahía Santa Marta Santa Marta Municipality 470002 Colombia
41. El Saltillo,https://www.tripadvisor.co/Attraction_Review-g297484-d10698515-Reviews-El_Saltillo-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,El Saltillo,,2-3 horas,
42. Ocean Mall,https://www.tripadvisor.co/Attraction_Review-g297484-d8853804-Reviews-Ocean_Mall-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Ocean Mall,,,
43. Ciénaga Grande de Santa Marta,https://www.tripadvisor.co/Attraction_Review-g297484-d10412777-Reviews-Cienaga_Grande_de_Santa_Marta-Santa_Marta_Santa_Marta_Municipality_Magdalena_Dep.html,SantaMarta,Ciénaga Grande de Santa Marta,,Más de 3 horas,
44. Playa Cinto,https://www.tripadvisor.co/Attraction_Review-g297484-d23073418-Reviews-Playa_Cinto-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Playa Cinto,,,
45. La Cocoteria,https://www.tripadvisor.co/Attraction_Review-g297484-d25370095-Reviews-La_Cocoteria-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,La Cocoteria,,,
46. Agencia Operadora de Viajes TQ,https://www.tripadvisor.co/Attraction_Review-g297484-d14913445-Reviews-Agencia_Operadora_de_Viajes_TQ-Santa_Marta_Santa_Marta_Municipality_Magdalena_De.html,SantaMarta,Agencia Operadora de Viajes TQ,Somos una empresa operadora de viajes especializada en el sector de transporte turístico ubicada en la ciudad de Santa Marta. Contamos con una flota de 5 vehículos que se podrán ajustar fácilmente a cualquier necesidad que nuestros clientes precisen. Actualmente cubrimos rutas que llegan y salen desde la ciudad de Santa Marta a cualquier lugar de la costa Caribe.,1-2 horas,Cl. 25 #32b-50 Santa Marta Santa Marta Municipality 470003 Colombia
47. Monumento Tayrona,https://www.tripadvisor.co/Attraction_Review-g297484-d16726669-Reviews-Monumento_Tayrona-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Monumento Tayrona,,< 1 hora,
48. AURELIA PUB°HOSTING,https://www.tripadvisor.co/Attraction_Review-g297484-d25062842-Reviews-AURELIA_PUB_HOSTING-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,AURELIA PUB°HOSTING,¿Que es un PUB • HOSTING?Es un local público en el que se sirven bebidas alcoholicas y comidas. El uso del término «bar» para un local de estas características es más común en Irlanda que en el Reino Unido. En 1635 había 1180 pubs licenciados en Dublín. A comienzos del siglo XX los pubs eran locales de venta de alcohol y conservaban VALORES tales como:1. Honestidad. Éste es el Valor que más importancia tiene el pub de AURELIA...2.Preguntarnos Constantemente. ¿Qué es lo que quiere el cliente?3.Calidad de todo el proceso.4.Ofrecemos Sensaciones Agradables.5.Vocación y Perfeccionismo.6.Respetar la jornada diurna y permitir a los clientes currar mientras toman birra 7.HUMILDAD Y ahora ¿porque HOSTING? hospedate aqui y veras la sencilla magia de vivir en un pequeño party hostel,1-2 horas,Calle 21 #3-105 Casa Verde con dibujo afuera de un brazo y una planta de enebro Santa Marta Santa Marta Municipality 470004 Colombia
49. Casa Buena Cultura,https://www.tripadvisor.co/Attraction_Review-g297484-d16870053-Reviews-Casa_Buena_Cultura-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Casa Buena Cultura,,Más de 3 horas,Calle 14 7 40 Centro Historico Santa Marta Santa Marta Municipality 470004 Colombia
50. Crab's Bar,https://www.tripadvisor.co/Attraction_Review-g297484-d4366787-Reviews-Crab_s_Bar-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Crab's Bar,,,
51. San Miguel Cemetery,https://www.tripadvisor.co/Attraction_Review-g297484-d13457763-Reviews-San_Miguel_Cemetery-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,San Miguel Cemetery,,< 1 hora,Calle 20 7A-25 Santa Marta Santa Marta Municipality 470001 Colombia
52. Centro Recreacional la y de Veracruz,https://www.tripadvisor.co/Attraction_Review-g297484-d12611330-Reviews-Centro_Recreacional_la_y_de_Veracruz-Santa_Marta_Santa_Marta_Municipality_Magdal.html,SantaMarta,Centro Recreacional la y de Veracruz,Piscina-Restaurante Abierto al publico Diversion Adultos y niños juegos de azar y descanso para olvidarse de la ciudad,Más de 3 horas,
53. Centro Comercial Plaza Milan,https://www.tripadvisor.co/Attraction_Review-g297484-d19719329-Reviews-Centro_Comercial_Plaza_Milan-Santa_Marta_Santa_Marta_Municipality_Magdalena_Depa.html,SantaMarta,Centro Comercial Plaza Milan,centro comercial con parqueadero tenemos spa  tienda de maquillaje arte religioso licorera buffet de abogados entre otros,1-2 horas,Carrera 12 22 87 Santa Marta Santa Marta Municipality 470004 Colombia
54. Expotur,https://www.tripadvisor.co/Attraction_Review-g297484-d6429839-Reviews-Expotur-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Expotur,,,
55. Complejo Acuático Bolivariano,https://www.tripadvisor.co/Attraction_Review-g297484-d15214357-Reviews-Complejo_Acuatico_Bolivariano-Santa_Marta_Santa_Marta_Municipality_Magdalena_Dep.html,SantaMarta,Complejo Acuático Bolivariano,,,
56. Plan B - farm to table,https://www.tripadvisor.co/Attraction_Review-g297484-d25377674-Reviews-Plan_B_farm_to_table-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Plan B - farm to table,,Más de 3 horas,
57. El Watusi Poderoso,https://www.tripadvisor.co/Attraction_Review-g297484-d13160544-Reviews-El_Watusi_Poderoso-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,El Watusi Poderoso,El bar restaurante Poderoso de Santa Marta. Te ofrecemos los mejores cocktails Gin tonics y Margaritas originales mexicanos así como un ambiente tropical de dos niveles y un amplio espacio al aire libre. Nuestra comida es tradicional y Callejera Mexicana con los originales Chilaquiles Nachos Tortas Tacos y Esquites además de nuestras deliciosas Papas Endiabladas. El toque dulce lo traen muestras Malteadas americanas bubble wafles bubble teas donas y nuestros famosos drunkies (deliciosos raspados con bolitas explosivas). Los Martes y Miércoles te ofrecemos un ambiente relajado con juegos de mesa Maquinas Arcade Retro y música de los 80's 90's y 2000. Los fines de semana nuestros DJs locales te pondrán a bailar toda la noche con la mejor música tropical retro y urbana. Si estas buscando salsa brava y merengue esta será tu escapada favorita!,Más de 3 horas,Calle 19 # 3 56 Santa Marta Santa Marta Municipality 470004 Colombia
58. Charlies Bar Santa Marta,https://www.tripadvisor.co/Attraction_Review-g297484-d6207201-Reviews-Charlies_Bar_Santa_Marta-Santa_Marta_Santa_Marta_Municipality_Magdalena_Departmen.html,SantaMarta,Charlies Bar Santa Marta,El bar gringo mas cool de Santa Marta! Vente para compartir con tus amigos o para conocer unos nuevos. Aca se escucha musica de blues a rock a funk hasta electronica. Los Sabados tenemos DJ en Vivo! Se puede jugar Beer Pong Flippy Cup y Jenga Gigante! Pizza esta disponible toda la noche ;) para esos munchies! Te esperamos!,2-3 horas,Calle 19 Carrera 4 - 12 Santa Marta Santa Marta Municipality 60076 Colombia
59. Playa Sisiguaca,https://www.tripadvisor.co/Attraction_Review-g297484-d23070300-Reviews-Playa_Sisiguaca-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Playa Sisiguaca,,,
60. Parque Deportivo Bolivariano,https://www.tripadvisor.co/Attraction_Review-g297484-d15214358-Reviews-Parque_Deportivo_Bolivariano-Santa_Marta_Santa_Marta_Municipality_Magdalena_Depa.html,SantaMarta,Parque Deportivo Bolivariano,,,
91. Eivissa Santa Marta,https://www.tripadvisor.co/Attraction_Review-g297484-d12166825-Reviews-Eivissa_Santa_Marta-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Eivissa Santa Marta,,Más de 3 horas,Cll 19 2A 19 Parque de los Novios Santa Marta Santa Marta Santa Marta Municipality 470004 Colombia
92. Bukap Travels,https://www.tripadvisor.co/Attraction_Review-g297484-d16811301-Reviews-Bukap_Travels-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Bukap Travels,,,
93. Baquianos Travel,https://www.tripadvisor.co/Attraction_Review-g297484-d7185342-Reviews-Baquianos_Travel-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Baquianos Travel,,,
94. Travesia Pro Agency,https://www.tripadvisor.co/Attraction_Review-g297484-d18928249-Reviews-Travesia_Pro_Agency-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Travesia Pro Agency,,,
95. Casa Ama,https://www.tripadvisor.co/Attraction_Review-g297484-d24115278-Reviews-Casa_Ama-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Casa Ama,,,
96. Son de la Sierra Bar,https://www.tripadvisor.co/Attraction_Review-g297484-d10744271-Reviews-Son_de_la_Sierra_Bar-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Son de la Sierra Bar,Un local acogedor. Dos ambientes: terraza con parasoles y vista a una de las calles más transitadas del Rodadero; salón con A/c y salon de baile.,Más de 3 horas,CLl 8 No 2-34 Local 2Rodadero Santa Marta Santa Marta Municipality 470003 Colombia
97. MangoRock Bar,https://www.tripadvisor.co/Attraction_Review-g297484-d19241888-Reviews-MangoRock_Bar-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,MangoRock Bar,,Más de 3 horas,Calle 21 3 21 Santa Marta Santa Marta Municipality 470004 Colombia
98. Hey Taxi Santa Marta,https://www.tripadvisor.co/Attraction_Review-g297484-d17534962-Reviews-Hey_Taxi_Santa_Marta-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Hey Taxi Santa Marta,,,Av. Libertado 27 195 local 13 Santa Marta Santa Marta Municipality 470004 Colombia
99. Don Basilio,https://www.tripadvisor.co/Attraction_Review-g297484-d25113150-Reviews-Don_Basilio-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Don Basilio,,Más de 3 horas,Calle 13 No 3 Centro Historico Santa Marta Santa Marta Municipality 470001 Colombia
100. Wiwa Tour - Ciudad Perdida Colombia,https://www.tripadvisor.co/Attraction_Review-g297484-d4727015-Reviews-Wiwa_Tours-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Wiwa Tour - Ciudad Perdida Colombia,,,
101. Salsa & Café,https://www.tripadvisor.co/Attraction_Review-g297484-d8379674-Reviews-Salsa_Cafe-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Salsa & Café,Bar de salsa para escuchar y bailar salsa de los años 80 Todo tipo de salsa preferiblemente salsa dura: Cubana puertorriqueña colombiana venezolana New york,1-2 horas,
102. La Basilica Yoga Studio & Boutique,https://www.tripadvisor.co/Attraction_Review-g297484-d10618200-Reviews-La_Basilica_Yoga_Studio_Boutique-Santa_Marta_Santa_Marta_Municipality_Magdalena_.html,SantaMarta,La Basilica Yoga Studio & Boutique,,1-2 horas,Calle 16 # 4-73 2nd Floor Plaza de la Catedral Santa Marta Santa Marta Municipality 470004 Colombia
103. Yo Amo Santa Marta,https://www.tripadvisor.co/Attraction_Review-g297484-d9564842-Reviews-Yo_Amo_Santa_Marta-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Yo Amo Santa Marta,Ven y visitanos y llévate un pedacito de Santa Marta representado por un lindo novedoso y moderno souvenirs de calidad.,< 1 hora,Carrera 3 8 13 Santa Marta Santa Marta Municipality 470001 Colombia
104. CafeMax,https://www.tripadvisor.co/Attraction_Review-g297484-d8353600-Reviews-CafeMax-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,CafeMax,CafeMax tu bar-ingles en la Sierra Nevada de Santa Marta te ofrece los mejores còctelessanduiches y wraps y deleitate con el mejor cafè de la sierra. Musica en vivo los fines de semana.,1-2 horas,
"105. La taberna D""Manuel José",https://www.tripadvisor.co/Attraction_Review-g297484-d17353487-Reviews-La_taberna_D_Manuel_Jose-Santa_Marta_Santa_Marta_Municipality_Magdalena_Departme.html,SantaMarta,La taberna DManuel José,,Más de 3 horas,Barrio Pescaito calle 4 Carrera 11 Esquina Santa Marta Santa Marta Municipality 470001 Colombia
106. Féstival Shots,https://www.tripadvisor.co/Attraction_Review-g297484-d4889110-Reviews-Festival_Shots-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Féstival Shots,,,Carrera 3 17 27 Calle 19 #3-32 Santa Marta Santa Marta Municipality 470004 Colombia
107. Blue Bar Restaurante,https://www.tripadvisor.co/Attraction_Review-g297484-d7912558-Reviews-Blue_Bar_Restaurante-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Blue Bar Restaurante,,Más de 3 horas,Calle 19 No. 3-26 Centro Historico Parque De los Novios Santa Marta Santa Marta Municipality 57 Colombia
108. Casa Triada,https://www.tripadvisor.co/Attraction_Review-g297484-d24824703-Reviews-Casa_Triada-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Casa Triada,,,Calle 17 # 2 - 73 Local 4 Santa Marta Santa Marta Municipality 470004 Colombia
109. Rent Bike Santa Marta,https://www.tripadvisor.co/Attraction_Review-g297484-d17339943-Reviews-Rent_Bike_Santa_Marta-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Rent Bike Santa Marta,,,
110. Velero Santa Marta,https://www.tripadvisor.co/Attraction_Review-g297484-d15133334-Reviews-Velero_Santa_Marta-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Velero Santa Marta,,,
111. Santa Marta Dive and Adventure,https://www.tripadvisor.co/Attraction_Review-g297484-d6407294-Reviews-Santa_Marta_Dive_and_Adventure-Santa_Marta_Santa_Marta_Municipality_Magdalena_Dep.html,SantaMarta,Santa Marta Dive and Adventure,,,
112. Nakua Spa,https://www.tripadvisor.co/Attraction_Review-g297484-d8047901-Reviews-Nakua_Spa-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Nakua Spa,,2-3 horas,Carrera 15 21 - 68 Barrio Jardin Santa Marta Santa Marta Municipality 470004 Colombia
113. Tierra Nativa,https://www.tripadvisor.co/Attraction_Review-g297484-d14028295-Reviews-Tierra_Nativa-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Tierra Nativa,,,
114. Aquarius Diving Club,https://www.tripadvisor.co/Attraction_Review-g297484-d3139190-Reviews-Aquarius_Diving_Club-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Aquarius Diving Club,,,
115. Dive Pro Buceo,https://www.tripadvisor.co/Attraction_Review-g297484-d23023905-Reviews-Dive_Pro_Buceo-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Dive Pro Buceo,,,
116. Colombian Riders,https://www.tripadvisor.co/Attraction_Review-g297484-d12818328-Reviews-Colombian_Riders-Santa_Marta_Santa_Marta_Municipality_Magdalena_Department.html,SantaMarta,Colombian Riders,,,
