,name,url,city,title,description,duration,location
24,25. Parque de los Leones,https://www.tripadvisor.co/Attraction_Review-g297474-d8857125-Reviews-Parque_de_los_Leones-Bucaramanga_Santander_Department.html,,,,,
25,26. Iglesia de Nuestra Senora de los Dolores,https://www.tripadvisor.co/Attraction_Review-g297474-d7029322-Reviews-Iglesia_de_Nuestra_Senora_de_los_Dolores-Bucaramanga_Santander_Department.html,,,,,
26,27. Parque Santander,https://www.tripadvisor.co/Attraction_Review-g297474-d6925317-Reviews-Parque_Santander-Bucaramanga_Santander_Department.html,,,,,
27,28. Parque Ecológico La Flora,https://www.tripadvisor.co/Attraction_Review-g297474-d14157251-Reviews-La_Flora_Ecological_Park-Bucaramanga_Santander_Department.html,,,,,
28,29. Parroquia San Francisco de Asís,https://www.tripadvisor.co/Attraction_Review-g297474-d8857126-Reviews-Parroquia_San_Francisco_de_Asis-Bucaramanga_Santander_Department.html,,,,,
29,30. Plaza de Mercado Guarin,https://www.tripadvisor.co/Attraction_Review-g297474-d10113054-Reviews-Plaza_de_Mercado_Guarin-Bucaramanga_Santander_Department.html,,Plaza de Mercado Guarin,,,
30,31. Parque Santander,https://www.tripadvisor.co/Attraction_Review-g297474-d8865594-Reviews-Parque_Santander-Bucaramanga_Santander_Department.html,,,,,
31,32. Estadio Alfonso Lopez,https://www.tripadvisor.co/Attraction_Review-g297474-d7726917-Reviews-Estadio_Alfonso_Lopez-Bucaramanga_Santander_Department.html,,,,,
32,33. Parque de los Ninos,https://www.tripadvisor.co/Attraction_Review-g297474-d12371014-Reviews-Parque_de_los_Ninos-Bucaramanga_Santander_Department.html,,Parque de los Ninos,,,
33,34. Museo de Arte Moderno de Bucaramanga,https://www.tripadvisor.co/Attraction_Review-g297474-d9986805-Reviews-Museo_de_Arte_Moderno_de_Bucaramanga-Bucaramanga_Santander_Department.html,,Museo de Arte Moderno de Bucaramanga,,,
34,35. Neomundo Centro de Eventos y Convenciones,https://www.tripadvisor.co/Attraction_Review-g297474-d10260634-Reviews-Neomundo_Centro_de_Eventos_y_Convenciones-Bucaramanga_Santander_Department.html,,,,,
35,36. Parque De Las Hormigas,https://www.tripadvisor.co/Attraction_Review-g297474-d7726951-Reviews-Parque_De_Las_Hormigas-Bucaramanga_Santander_Department.html,,,,,
36,37. Parque Lineal las Mojarras,https://www.tripadvisor.co/Attraction_Review-g297474-d14957536-Reviews-Parque_Lineal_las_Mojarras-Bucaramanga_Santander_Department.html,,,,,
37,38. Parque Centenario,https://www.tripadvisor.co/Attraction_Review-g297474-d8865692-Reviews-Parque_Centenario-Bucaramanga_Santander_Department.html,,,,,
38,39. Metrolinea,https://www.tripadvisor.co/Attraction_Review-g297474-d8729837-Reviews-Metrolinea-Bucaramanga_Santander_Department.html,,,,,
39,40. Plazoleta Luis Carlos Galán,https://www.tripadvisor.co/Attraction_Review-g297474-d6925318-Reviews-Plazoleta_Luis_Carlos_Galan-Bucaramanga_Santander_Department.html,,,,,
40,41. Parque Morrorico,https://www.tripadvisor.co/Attraction_Review-g297474-d8866056-Reviews-Parque_Morrorico-Bucaramanga_Santander_Department.html,,,,,
41,42. La Quinta Centro Comercial,https://www.tripadvisor.co/Attraction_Review-g297474-d15202318-Reviews-La_Quinta_Centro_Comercial-Bucaramanga_Santander_Department.html,,,,,
42,43. Barrio San Francisco,https://www.tripadvisor.co/Attraction_Review-g297474-d23042312-Reviews-Barrio_San_Francisco-Bucaramanga_Santander_Department.html,,,,,
43,44. Parque de Bolivar,https://www.tripadvisor.co/Attraction_Review-g297474-d15188205-Reviews-Parque_de_Bolivar-Bucaramanga_Santander_Department.html,,,,,
44,45. Parque Lineal Milla Verde,https://www.tripadvisor.co/Attraction_Review-g297474-d13395851-Reviews-Parque_Lineal_Milla_Verde-Bucaramanga_Santander_Department.html,,,,,
45,46. El Pesebre Mas Grande del Mundo,https://www.tripadvisor.co/Attraction_Review-g297474-d11930415-Reviews-El_Pesebre_Mas_Grande_del_Mundo-Bucaramanga_Santander_Department.html,,,,,
46,47. Cerulean Warbler Bird Reserve,https://www.tripadvisor.co/Attraction_Review-g297474-d6028297-Reviews-Cerulean_Warbler_Bird_Reserve-Bucaramanga_Santander_Department.html,,,,,
47,48. BBC Bodega Cabecera,https://www.tripadvisor.co/Attraction_Review-g297474-d15044179-Reviews-BBC_Bodega_Cabecera-Bucaramanga_Santander_Department.html,,,,,
48,49. Club Campestre Bucaramanga,https://www.tripadvisor.co/Attraction_Review-g297474-d4817798-Reviews-Club_Campestre_Bucaramanga-Bucaramanga_Santander_Department.html,,,,,
49,50. Auditorio Luis A. Calvo,https://www.tripadvisor.co/Attraction_Review-g297474-d12377362-Reviews-Auditorio_Luis_A_Calvo-Bucaramanga_Santander_Department.html,,,,,
50,51. Vintrash Bar,https://www.tripadvisor.co/Attraction_Review-g297474-d7122043-Reviews-Vintrash_Bar-Bucaramanga_Santander_Department.html,,Vintrash Bar,,,
51,52. BBC Bodega Canaveral,https://www.tripadvisor.co/Attraction_Review-g297474-d15044518-Reviews-BBC_Bodega_Canaveral-Bucaramanga_Santander_Department.html,,,,,
52,53. Casino El Doral,https://www.tripadvisor.co/Attraction_Review-g297474-d17782060-Reviews-Casino_El_Doral-Bucaramanga_Santander_Department.html,Bucaramanga,Casino El Doral,Somos la mejor opción de entretenimiento y juegos de suerte y azar en Santander con las mejores máquinas tragamonedas BlackJack Texas Hold'em Ruleta manual y electrónica siempre con el mejor servicio en Bucaramanga.,2-3 horas,Transversal 93 # 34-99 Centro Comercial Cacique Bucaramanga 680003 Colombia
53,54. Momba Fitness,https://www.tripadvisor.co/Attraction_Review-g297474-d4975271-Reviews-Momba_Fitness-Bucaramanga_Santander_Department.html,Bucaramanga,Momba Fitness,Somos un centro de entrenamiento deportivo con baile. Aqui encontraras rutinas que tonifican y esculpen tu cuerpo de la mejor forma posible. Esta disenado para todas las edades y el ejercicio es adaptable a cualquier tipo de requerimiento. Los pasos pueden ser desarrollados por hombres y mujeres y solo es necesario acudir con ropa y calzado deportivo.No recurrimos a coreografias ni a pasos memorizados previamente. Nuestro metodo innovador de ejercicio es efectivo para aprender a bailar en corto tiempo elimina grasa localizada mejora la resistencia fisica y la elasticidad tonifica y define todo el cuerpo incrementa energia estimula el sistema cardiovascular mejora la postura y es la mejor alternativa para divertirse y liberar estres. Con nosotros conseguiras:Liberar el estres.Mejorar tu postura.Eliminar grasa localizada.Tonificar y definir tu cuerpo.Incrementar tu vitalidad y energia.Moverte con ritmo y armonia.Estimular tu sistema cardiovascular.Mejorar resistencia fisica y elasticidad.,Sugiere ediciones para mejorar lo que mostramos.Mejorar este perfil,Calle 50 # 28-25 Piso 6 Centro Empresarial Bucaramanga 680003 Colombia
54,55. BBC Bodega Cacique,https://www.tripadvisor.co/Attraction_Review-g297474-d15044484-Reviews-BBC_Bodega_Cacique-Bucaramanga_Santander_Department.html,,,,,
55,56. Medieval Cerveza Artesanal,https://www.tripadvisor.co/Attraction_Review-g297474-d25406293-Reviews-Medieval_Cerveza_Artesanal-Bucaramanga_Santander_Department.html,,,,,
56,57. Municipal - Música Viva,https://www.tripadvisor.co/Attraction_Review-g297474-d13945542-Reviews-Municipal_Musica_Viva-Bucaramanga_Santander_Department.html,,Municipal - Música Viva,,,
57,58. American Blossom,https://www.tripadvisor.co/Attraction_Review-g297474-d11729243-Reviews-American_Blossom-Bucaramanga_Santander_Department.html,,American Blossom,,,
58,59. Belladonnaspa,https://www.tripadvisor.co/Attraction_Review-g297474-d25250833-Reviews-Belladonna_Spa-Bucaramanga_Santander_Department.html,Bucaramanga,Belladonnaspa,Belladonnaspa es un spa y estetica que trae a bucaramanga un sitio para relajación tratamientos corporales faciales y estéticos. Ven y vive una experiencia única y fantástica en nuestras instalaciones situadas en cañaveral y cabecera con 4 fantasticos spa para ti y tu familia te esperamos para consentirte y vivas una experiencia única.,2-3 horas,Carrera 35 34 36 Calle 31 22 155 Bucaramanga 680002 Colombia
59,60. Wolf Tours Colombia,https://www.tripadvisor.co/Attraction_Review-g297474-d12635795-Reviews-Wolf_Tours_Colombia-Bucaramanga_Santander_Department.html,,,,,
