name,url,city,title,description,duration,location
23. Parque de Villa Santos,https://www.tripadvisor.co/Attraction_Review-g297473-d8587709-Reviews-Parque_de_Villa_Santos-Barranquilla_Atlantico_Department.html,Atlantico,Parque de Villa Santos,,,
24. Plaza San Nicolás,https://www.tripadvisor.co/Attraction_Review-g297473-d3223488-Reviews-Plaza_San_Nicolas-Barranquilla_Atlantico_Department.html,Atlantico,Plaza San Nicolás,La plaza de San Nicolás es un espacio público abierto de la ciudad colombiana de Barranquilla. Desde el siglo XVIII hasta la primera mitad del XX fue el epicentro de la vida social comercial y cultural de la ciudad. Está ubicada frente a la iglesia de San Nicolás de Tolentino en el Centro Histórico de Barranquilla del cual es uno de los baluartes de su recuperación. En julio de 2009 el Ministerio de Cultura inició su proceso de restauración y recuperación y el 16 de marzo de 2011 fue reinaugurada y puesta al servicio y disfrute de la comunidad,Sugiere ediciones para mejorar lo que mostramos.Mejorar este perfil,
25. Bojanini Art Gallery,https://www.tripadvisor.co/Attraction_Review-g297473-d2489153-Reviews-Bojanini_Art_Gallery-Barranquilla_Atlantico_Department.html,Atlantico,Bojanini Art Gallery,,,Calle 79 No. 51-35 Barranquilla 00000 Colombia
26. Megua Parque Biotemático,https://www.tripadvisor.co/Attraction_Review-g4053736-d4049623-Reviews-Megua_Parque_Biotematico-Galapa_Atlantico_Department.html,Atlantico,Megua Parque Biotemático,Es un parque natural enfocado a la educación para la conservación del ecosistema aunque tiene 8 años de funcionamiento solo hasta hace poco se esta haciendo propaganda al publico antes solo iban colegios y demas instituciones educativas. Este es uno de los pocos lugares en el Depto. del Atlántico donde se puede disfrutar de la interacción con la naturaleza al mismo tiempo que aprendemos datos únicos y curiosos de ella así como las maneras de conservarla. Aunque esta enfocado en los niños los adultos que nos gusta el ecoturismo disfrutamos bastante en el. Los guías están muy atentos a cada una de las observaciones dudas y sugerencias de los visitantes tienen muchos proyectos por terminar pero la dedicación y entrega que demuestran sus dueños de seguro les dará buenos frutos. Con relación a la comida que ofrecen lo que mas me gustó es que aunque tienen restaurante de muy buena comida a precios favorables podemos también llevar nuestro alimento mientras disfrutamos del entorno.,Incluye animalesObtén más información sobre el bienestar animal en el turismo,
27. Parque Paseo de la Castellana,https://www.tripadvisor.co/Attraction_Review-g297473-d8409987-Reviews-Parque_Paseo_de_la_Castellana-Barranquilla_Atlantico_Department.html,Atlantico,Parque Paseo de la Castellana,,,
28. Sala del carnaval Elsa Caridi,https://www.tripadvisor.co/Attraction_Review-g297473-d2695346-Reviews-Sala_del_carnaval_Elsa_Caridi-Barranquilla_Atlantico_Department.html,Atlantico,Sala del carnaval Elsa Caridi,,,
29. Centro Comercial Portal del Prado,https://www.tripadvisor.co/Attraction_Review-g297473-d7742640-Reviews-Centro_Comercial_Portal_del_Prado-Barranquilla_Atlantico_Department.html,Atlantico,Centro Comercial Portal del Prado,,,Calle 53 No. 46-192 Barranquilla 080011 Colombia
30. Plaza de la Intendencia Fluvial,https://www.tripadvisor.co/Attraction_Review-g297473-d7726823-Reviews-Plaza_de_la_Intendencia_Fluvial-Barranquilla_Atlantico_Department.html,Atlantico,Plaza de la Intendencia Fluvial,,,
31. El Malecon de Puerto Colombia,https://www.tripadvisor.co/Attraction_Review-g4454796-d8692580-Reviews-El_Malecon_de_Puerto_Colombia-Puerto_Colombia_Atlantico_Department.html,Atlantico,El Malecon de Puerto Colombia,,,
32. Iglesia Espiritu Santo,https://www.tripadvisor.co/Attraction_Review-g297473-d8052441-Reviews-Iglesia_Espiritu_Santo-Barranquilla_Atlantico_Department.html,Atlantico,Iglesia Espiritu Santo,,,
33. Iglesia de San Roque,https://www.tripadvisor.co/Attraction_Review-g297473-d7029507-Reviews-Iglesia_de_San_Roque-Barranquilla_Atlantico_Department.html,Atlantico,Iglesia de San Roque,,,
34. Centro Comercial Villa Country,https://www.tripadvisor.co/Attraction_Review-g297473-d7930989-Reviews-Centro_Comercial_Villa_Country-Barranquilla_Atlantico_Department.html,Atlantico,Centro Comercial Villa Country,,,
35. Paseo Bolívar,https://www.tripadvisor.co/Attraction_Review-g297473-d7008124-Reviews-Paseo_Bolivar-Barranquilla_Atlantico_Department.html,Atlantico,Paseo Bolívar,,,
36. Playas de Puerto Colombia,https://www.tripadvisor.co/Attraction_Review-g4454796-d4829434-Reviews-Playas_de_Puerto_Colombia-Puerto_Colombia_Atlantico_Department.html,Atlantico,Playas de Puerto Colombia,,,
37. Biblioteca Piloto del Caribe,https://www.tripadvisor.co/Attraction_Review-g297473-d6952308-Reviews-Biblioteca_Piloto_del_Caribe-Barranquilla_Atlantico_Department.html,Atlantico,Biblioteca Piloto del Caribe,,,Via 40 36 135 Barranquilla 080003 Colombia
38. Museo Romántico,https://www.tripadvisor.co/Attraction_Review-g297473-d3404873-Reviews-Museo_Romantico-Barranquilla_Atlantico_Department.html,Atlantico,Museo Romántico,,,Carrera 54 59 199 Barranquilla 080002 Colombia
39. Cementerio Universal,https://www.tripadvisor.co/Attraction_Review-g297473-d5043138-Reviews-Cementerio_Universal-Barranquilla_Atlantico_Department.html,Atlantico,Cementerio Universal,,,Calle 47 No 35-203 Barranquilla 080002 Colombia
40. Playa de Santa Verónica,https://www.tripadvisor.co/Attraction_Review-g7924399-d7920528-Reviews-Playas_de_Santa_Veronica-Juan_de_Acosta_Atlantico_Department.html,Atlantico,Playa de Santa Verónica,,,
41. Estatua del Joe Arroyo,https://www.tripadvisor.co/Attraction_Review-g297473-d11847162-Reviews-Estatua_del_Joe_Arroyo-Barranquilla_Atlantico_Department.html,Atlantico,Estatua del Joe Arroyo,,,Cra. 46 #72 Parque de los Músicos Barranquilla 081007 Colombia
42. Centro Comercial Unico,https://www.tripadvisor.co/Attraction_Review-g297473-d8803471-Reviews-Centro_Comercial_Unico-Barranquilla_Atlantico_Department.html,Atlantico,Centro Comercial Unico,,Más de 3 horas,Calle 74 38 D-113 Barranquilla 080020 Colombia
43. Parque Bosques del Norte,https://www.tripadvisor.co/Attraction_Review-g297473-d8322047-Reviews-Parque_Bosques_del_Norte-Barranquilla_Atlantico_Department.html,Atlantico,Parque Bosques del Norte,,2-3 horas,Calle 79 sur #45a- 53 Barranquilla 080014 Colombia
44. Estación Montoya,https://www.tripadvisor.co/Attraction_Review-g297473-d7007406-Reviews-Estacion_Montoya-Barranquilla_Atlantico_Department.html,Atlantico,Estación Montoya,,,
45. Centro Comercial Miramar,https://www.tripadvisor.co/Attraction_Review-g297473-d8686340-Reviews-Centro_Comercial_Miramar-Barranquilla_Atlantico_Department.html,Atlantico,Centro Comercial Miramar,,,Carrera 43 99 - 50 Barranquilla 080020 Colombia
46. Parroquia Nuestra Señora del Rosario,https://www.tripadvisor.co/Attraction_Review-g297473-d8671655-Reviews-Parroquia_Nuestra_Senora_del_Rosario-Barranquilla_Atlantico_Department.html,Atlantico,Parroquia Nuestra Señora del Rosario,,,
47. Parque Sagrado Corazón,https://www.tripadvisor.co/Attraction_Review-g297473-d7723540-Reviews-Parque_Sagrado_Corazon-Barranquilla_Atlantico_Department.html,Atlantico,Parque Sagrado Corazón,,,Carrera 42f 80 117 Barranquilla 080020 Colombia
48. Parque Washington,https://www.tripadvisor.co/Attraction_Review-g297473-d8587868-Reviews-Parque_Washington-Barranquilla_Atlantico_Department.html,Atlantico,Parque Washington,,,
49. Centro Recreacional Turipaná,https://www.tripadvisor.co/Attraction_Review-g7924360-d11965359-Reviews-Centro_Recreacional_Turipana-Tubara_Atlantico_Department.html,Atlantico,Centro Recreacional Turipaná,,,
50. Gran Plaza del Sol,https://www.tripadvisor.co/Attraction_Review-g2440181-d7930987-Reviews-Gran_Plaza_del_Sol-Soledad_Atlantico_Department.html,Atlantico,Gran Plaza del Sol,,,Carrera 32 N. 30-15 Barrio Arboleda Soledad 083001 Colombia
51. Teatro Rex,https://www.tripadvisor.co/Attraction_Review-g297473-d8692481-Reviews-Teatro_Rex-Barranquilla_Atlantico_Department.html,Atlantico,Teatro Rex,,,
52. Iglesia de las Tres Ave Marias,https://www.tripadvisor.co/Attraction_Review-g297473-d7723537-Reviews-Iglesia_de_las_Tres_Ave_Marias-Barranquilla_Atlantico_Department.html,Atlantico,Iglesia de las Tres Ave Marias,,,
53. Edificio Garcia,https://www.tripadvisor.co/Attraction_Review-g297473-d10392005-Reviews-Edificio_Garcia-Barranquilla_Atlantico_Department.html,Atlantico,Edificio Garcia,,,
54. Universidad del Atlantico,https://www.tripadvisor.co/Attraction_Review-g297473-d6951853-Reviews-Universidad_del_Atlantico-Barranquilla_Atlantico_Department.html,Atlantico,Universidad del Atlantico,,,
55. Parroquia Santa Bernardita,https://www.tripadvisor.co/Attraction_Review-g297473-d7901092-Reviews-Parroquia_Santa_Bernardita-Barranquilla_Atlantico_Department.html,Atlantico,Parroquia Santa Bernardita,,,
56. Colegio Salesiano San Roque,https://www.tripadvisor.co/Attraction_Review-g297473-d8677241-Reviews-Colegio_Salesiano_San_Roque-Barranquilla_Atlantico_Department.html,Atlantico,Colegio Salesiano San Roque,,,
57. Centro Comercial Panorama,https://www.tripadvisor.co/Attraction_Review-g297473-d7930988-Reviews-Centro_Comercial_Panorama-Barranquilla_Atlantico_Department.html,Atlantico,Centro Comercial Panorama,,,
58. Parque Aeronautico y Museo Aeronaval,https://www.tripadvisor.co/Attraction_Review-g297473-d5043137-Reviews-Parque_Aeronautico_y_Museo_Aeronaval-Barranquilla_Atlantico_Department.html,Atlantico,Parque Aeronautico y Museo Aeronaval,,,
59. Monumento La María Mulata,https://www.tripadvisor.co/Attraction_Review-g297473-d8817514-Reviews-Monumento_La_Maria_Mulata-Barranquilla_Atlantico_Department.html,Atlantico,Monumento La María Mulata,,,Calle 79 & Carrera 51 Barranquilla 080013 Colombia
60. Iglesia de Santo Domingo de Guzman,https://www.tripadvisor.co/Attraction_Review-g2716332-d7688247-Reviews-Iglesia_de_Santo_Domingo_de_Guzman-Usiacuri_Atlantico_Department.html,Atlantico,Iglesia de Santo Domingo de Guzman,,,
61. Iglesia del Sagrado Corazon,https://www.tripadvisor.co/Attraction_Review-g297473-d7901091-Reviews-Iglesia_del_Sagrado_Corazon-Barranquilla_Atlantico_Department.html,,,,,
62. Transmetro,https://www.tripadvisor.co/Attraction_Review-g297473-d8729830-Reviews-Transmetro-Barranquilla_Atlantico_Department.html,,,,,
63. Chorro De San Luis,https://www.tripadvisor.co/Attraction_Review-g7924360-d19318750-Reviews-Chorro_De_San_Luis-Tubara_Atlantico_Department.html,,,,,
64. Museo de Arte Moderno de Barranquilla,https://www.tripadvisor.co/Attraction_Review-g297473-d3619290-Reviews-Museo_de_Arte_Moderno_de_Barranquilla-Barranquilla_Atlantico_Department.html,,,,,
65. Plaza Principal de Puerto Colombia,https://www.tripadvisor.co/Attraction_Review-g4454796-d7788435-Reviews-Plaza_Principal_de_Puerto_Colombia-Puerto_Colombia_Atlantico_Department.html,,,,,
66. Iglesia de Nuestra Señora de Chiquinquira,https://www.tripadvisor.co/Attraction_Review-g297473-d8646487-Reviews-Iglesia_de_Nuestra_Senora_de_Chiquinquira-Barranquilla_Atlantico_Department.html,,,,,
67. Jardín Botánico de Barranquilla,https://www.tripadvisor.co/Attraction_Review-g297473-d10208468-Reviews-Jardin_Botanico_de_Barranquilla-Barranquilla_Atlantico_Department.html,,,,,
68. Plaza de los Artesanos,https://www.tripadvisor.co/Attraction_Review-g297473-d9850684-Reviews-Plaza_de_los_Artesanos-Barranquilla_Atlantico_Department.html,,,,,
69. Teatro Jose Consuegra Higgins,https://www.tripadvisor.co/Attraction_Review-g297473-d7728977-Reviews-Teatro_Jose_Consuegra_Higgins-Barranquilla_Atlantico_Department.html,,,,,
70. Santuario Mariano Nuestra Señora del Carmen de Puerto Colombia,https://www.tripadvisor.co/Attraction_Review-g4454796-d8677667-Reviews-Santuario_Mariano_Nuestra_Senora_del_Carmen_de_Puerto_Colombia-Puerto_Colombia_A.html,,,,,
71. Parque de Las Nieves,https://www.tripadvisor.co/Attraction_Review-g297473-d8587899-Reviews-Parque_de_Las_Nieves-Barranquilla_Atlantico_Department.html,,,,,
72. Parque Tomás Suri Salcedo,https://www.tripadvisor.co/Attraction_Review-g297473-d6922702-Reviews-Parque_Tomas_Suri_Salcedo-Barranquilla_Atlantico_Department.html,,,,,
73. Museo del Carnaval,https://www.tripadvisor.co/Attraction_Review-g297473-d23473108-Reviews-Museo_del_Carnaval-Barranquilla_Atlantico_Department.html,,,,,
74. Sinagoga Shaare Sedek,https://www.tripadvisor.co/Attraction_Review-g297473-d7909826-Reviews-Sinagoga_Shaare_Sedek-Barranquilla_Atlantico_Department.html,,,,,
75. Iglesia San Antonio de Padua,https://www.tripadvisor.co/Attraction_Review-g2440200-d8007661-Reviews-Iglesia_San_Antonio_de_Padua-Sabanalarga_Atlantico_Department.html,,,,,
76. Centro Comercial Carnaval,https://www.tripadvisor.co/Attraction_Review-g2440181-d15557351-Reviews-Centro_Comercial_Carnaval-Soledad_Atlantico_Department.html,,,,,
77. Puerto Velero,https://www.tripadvisor.co/Attraction_Review-g7924360-d17464757-Reviews-Puerto_Velero-Tubara_Atlantico_Department.html,,,,,
78. Reserva Natural Y Ecoturistica El Horeb,https://www.tripadvisor.co/Attraction_Review-g4454796-d13129992-Reviews-Reserva_Natural_Y_Ecoturistica_El_Horeb-Puerto_Colombia_Atlantico_Department.html,,,,,
79. Parque Cementerio Universal,https://www.tripadvisor.co/Attraction_Review-g297473-d8809628-Reviews-Parque_Cementerio_Universal-Barranquilla_Atlantico_Department.html,,,,,
80. Estación del Antiguo Ferrocarril de Bolivar,https://www.tripadvisor.co/Attraction_Review-g4454796-d8677666-Reviews-Estacion_del_Antiguo_Ferrocarril_de_Bolivar-Puerto_Colombia_Atlantico_Department.html,,,,,
81. Cauca Viejo,https://www.tripadvisor.co/Attraction_Review-g4454796-d9731581-Reviews-Cauca_Viejo-Puerto_Colombia_Atlantico_Department.html,,,,,
82. Parque Jose Prudencio Padilla,https://www.tripadvisor.co/Attraction_Review-g297473-d7007449-Reviews-Parque_Jose_Prudencio_Padilla-Barranquilla_Atlantico_Department.html,,,,,
83. Centro Comercial Gran Boulevard,https://www.tripadvisor.co/Attraction_Review-g297473-d8423085-Reviews-Centro_Comercial_Gran_Boulevard-Barranquilla_Atlantico_Department.html,,,,,
84. Gran Casino Buenavista,https://www.tripadvisor.co/Attraction_Review-g297473-d9737798-Reviews-Gran_Casino_Buenavista-Barranquilla_Atlantico_Department.html,,,,,
85. Parque Venezuela Magico,https://www.tripadvisor.co/Attraction_Review-g297473-d6951851-Reviews-Parque_Venezuela_Magico-Barranquilla_Atlantico_Department.html,,,,,
86. Centro Islámico Mezquita Othman Ben Affan,https://www.tripadvisor.co/Attraction_Review-g297473-d7967122-Reviews-Centro_Islamico_Mezquita_Othman_Ben_Affan-Barranquilla_Atlantico_Department.html,,,,,
87. Bellas Artes,https://www.tripadvisor.co/Attraction_Review-g297473-d8738857-Reviews-Bellas_Artes-Barranquilla_Atlantico_Department.html,,,,,
88. La Troja,https://www.tripadvisor.co/Attraction_Review-g297473-d3236398-Reviews-La_Troja-Barranquilla_Atlantico_Department.html,,,,,
89. Museo del Atlantico,https://www.tripadvisor.co/Attraction_Review-g297473-d8809634-Reviews-Museo_del_Atlantico-Barranquilla_Atlantico_Department.html,,,,,
90. Iglesia Santa Maria Magdalena,https://www.tripadvisor.co/Attraction_Review-g2440196-d8002625-Reviews-Iglesia_Santa_Maria_Magdalena-Malambo_Atlantico_Department.html,,,,,
121. Capilla San Isidro,https://www.tripadvisor.co/Attraction_Review-g4452838-d8677664-Reviews-Capilla_San_Isidro-Baranoa_Atlantico_Department.html,,,,,
122. Galeria Artesanal & Comercial 72,https://www.tripadvisor.co/Attraction_Review-g297473-d20082030-Reviews-Galeria_Artesanal_Comercial_72-Barranquilla_Atlantico_Department.html,,,,,
123. Museo Tomas Arrieta,https://www.tripadvisor.co/Attraction_Review-g297473-d18850313-Reviews-Museo_Tomas_Arrieta-Barranquilla_Atlantico_Department.html,,,,,
124. Estadio Romelio Martínez,https://www.tripadvisor.co/Attraction_Review-g297473-d16718640-Reviews-Estadio_Romelio_Martinez-Barranquilla_Atlantico_Department.html,,,,,
125. Coliseo Elías Chegwin,https://www.tripadvisor.co/Attraction_Review-g297473-d17430480-Reviews-Coliseo_Elias_Chegwin-Barranquilla_Atlantico_Department.html,,,,,
126. Barranquilla,https://www.tripadvisor.co/Attraction_Review-g297473-d19503095-Reviews-Barranquilla-Barranquilla_Atlantico_Department.html,,,,,
127. Todomono,https://www.tripadvisor.co/Attraction_Review-g297473-d5975738-Reviews-Todomono-Barranquilla_Atlantico_Department.html,,,,,
128. Centro Italiano de Barranquilla,https://www.tripadvisor.co/Attraction_Review-g297473-d20162798-Reviews-Centro_Italiano_de_Barranquilla-Barranquilla_Atlantico_Department.html,,,,,
129. Monumento Al Concorde,https://www.tripadvisor.co/Attraction_Review-g2440196-d20832832-Reviews-Monumento_Al_Concorde-Malambo_Atlantico_Department.html,,,,,
130. Elsa Piñeres Galería,https://www.tripadvisor.co/Attraction_Review-g297473-d25013392-Reviews-Elsa_Pineres_Galeria-Barranquilla_Atlantico_Department.html,,,,,
131. Parroquia Caridad Del Cobre,https://www.tripadvisor.co/Attraction_Review-g297473-d24961499-Reviews-Parroquia_Caridad_Del_Cobre-Barranquilla_Atlantico_Department.html,,,,,
132. Capilla Santa Veronica,https://www.tripadvisor.co/Attraction_Review-g8388548-d23140472-Reviews-Capilla_Santa_Veronica-Santa_Veronica_Atlantico_Department.html,,,,,
133. Casa Lubavitch-barranquilla,https://www.tripadvisor.co/Attraction_Review-g297473-d23977084-Reviews-Casa_Lubavitch_barranquilla-Barranquilla_Atlantico_Department.html,,,,,
134. Caminata La Ciénaga de Balboa a Puerto Colombia,https://www.tripadvisor.co/Attraction_Review-g4454796-d25316681-Reviews-Caminata_La_Cienaga_de_Balboa_a_Puerto_Colombia-Puerto_Colombia_Atlantico_Depar.html,,,,,
135. Iglesia San Juan Bautista Precursor,https://www.tripadvisor.co/Attraction_Review-g4458278-d23647658-Reviews-Iglesia_San_Juan_Bautista_Precursor-Palmar_de_Varela_Atlantico_Department.html,,,,,
136. Trucupey,https://www.tripadvisor.co/Attraction_Review-g297473-d4763149-Reviews-Trucupey-Barranquilla_Atlantico_Department.html,,,,,
137. Divercity Barranquilla,https://www.tripadvisor.co/Attraction_Review-g297473-d9836644-Reviews-Divercity_Barranquilla-Barranquilla_Atlantico_Department.html,,,,,
138. La puerta de abajo,https://www.tripadvisor.co/Attraction_Review-g297473-d8614604-Reviews-La_Puerta_De_Abajo-Barranquilla_Atlantico_Department.html,,,,,
139. Zona F,https://www.tripadvisor.co/Attraction_Review-g297473-d4731887-Reviews-Zona_F-Barranquilla_Atlantico_Department.html,,,,,
140. Monumento Ventana al Mundo,https://www.tripadvisor.co/Attraction_Review-g297473-d25402803-Reviews-Monumento_Ventana_al_Mundo-Barranquilla_Atlantico_Department.html,,,,,
141. Frogg Club,https://www.tripadvisor.co/Attraction_Review-g297473-d8564219-Reviews-Frogg_Club-Barranquilla_Atlantico_Department.html,,,,,
142. Parque del Sol,https://www.tripadvisor.co/Attraction_Review-g297473-d2242150-Reviews-Parque_del_Sol-Barranquilla_Atlantico_Department.html,,,,,
143. Galería de la 72,https://www.tripadvisor.co/Attraction_Review-g297473-d25806626-Reviews-Galeria_de_la_72-Barranquilla_Atlantico_Department.html,,,,,
144. Family Planet,https://www.tripadvisor.co/Attraction_Review-g297473-d11625588-Reviews-Family_Planet-Barranquilla_Atlantico_Department.html,,,,,
145. Teatro Amira de la Rosa,https://www.tripadvisor.co/Attraction_Review-g297473-d7007393-Reviews-Teatro_Amira_de_la_Rosa-Barranquilla_Atlantico_Department.html,,,,,
146. Zero Gravity Barranquilla,https://www.tripadvisor.co/Attraction_Review-g297473-d12847281-Reviews-Zero_Gravity_Barranquilla-Barranquilla_Atlantico_Department.html,,,,,
